"gene","log2FC_T1","padj_T1","log2FC_T2","padj_T2"
"Usf1",0.422075855658825,0.00381037446059311,0.486290709261951,0.00359998296013362
"H2-Q4",0.315142915262603,0.00410105579999114,0.870312711195104,0.00392368022507928
"D8Ertd738e",0.311886738888488,0.00432762264482824,0.606127339897498,0.0039979459043555
"Commd4",0.272299908070871,0.00435980975466433,0.742214872642243,0.00448740334590148
"Phf5a",0.396273401458325,0.00450966628699903,1.0610990327126,0.00457445138328373
"Bloc1s2",0.442040931181501,0.00454209659873032,0.908974439073051,0.00473172441442983
"Ivns1abp",0.30436811797252,0.00479754394176204,0.680013554323717,0.0048840538879571
"Vps29",0.367212506132099,0.00536992609050191,0.824131853118088,0.00503003903416951
"Gpcpd1",0.365425431629772,0.00585618683150485,0.769250780658015,0.00547355466224884
"Nutf2",0.446158654918129,0.00595285858669462,0.912466090456302,0.00647279888270933
"Impdh2",0.397055655723447,0.00678206874459766,0.895977467751911,0.00733023643440709
"Psmd4",0.367961858634861,0.00688690790806362,1.02358137600592,0.00810039781871092
"Nol12",0.556569977378694,0.00692417477501853,0.409126224894922,0.00877980440156783
"Ciao2a",0.360000354919745,0.0083449886683254,1.00301699457285,0.00921023960680129
"Cacybp",0.288274485234444,0.00863539687893669,0.461346027927405,0.010220023659566
"Cbfa2t3",0.351899868781715,0.00946680499063232,1.27568418085668,0.0103344279205853
"Uqcrfs1",0.273157673201824,0.0095508688606673,0.863215536029849,0.0121033859844829
"Hint1",0.302462927540188,0.0102154774430933,1.07467251968391,0.0129138101121087
"Atp5md",0.250917487406052,0.0105205363792131,0.700709053905852,0.0138255641461475
"Cisd1",0.629205454541944,0.0113820771830184,0.716577702456923,0.0139426004938849
"Cox7a2l",0.259274064788768,0.0135645837840174,0.843994679823129,0.0140488791249115
"Snf8",0.559216974607197,0.014013150700702,0.750606317703666,0.0144247528948952
"Arf6",0.364803346377255,0.0146595299152293,1.42269821581547,0.0151212455486678
"Lamtor5",0.311008352130666,0.0147693882789182,0.511008024707277,0.0162157175849901
"Dbnl",0.271957255954661,0.0154310310276306,1.44845111843834,0.0166874821483204
"Eif3d",0.355922731909301,0.0155154058348472,1.28684678727167,0.0172577319550925
"Marcks",0.522306047009905,0.0172041101666048,0.731903613262386,0.0172983835243925
"Samm50",0.25176444084126,0.0202847293870421,0.475276538043897,0.0175452812518682
"Psmd8",0.351014383656846,0.0216298752878322,0.578006268551706,0.0186276285574959
"Hes6",0.496816788740104,0.0217159465658756,0.97325072093762,0.0187441903182719
"Ndufb6",0.285088226566993,0.025032559189193,0.603922628083126,0.0204068963260235
"Klf2",0.475897753628385,0.0269011010355745,0.557743326060588,0.0207476696688053
"Mrps24",0.287514500555576,0.028137276012738,0.634575489132598,0.0234345628755648
"Plekho1",0.405515049818924,0.029879712015706,2.34725594548615,0.0235690687492811
"Pa2g4",0.281812668062847,0.0314467390465803,0.464073761529581,0.0257450699374451
"Ap2s1",0.406871791890336,0.0349479665667987,0.424154816416456,0.0285257980799935
"Psmc3",0.330432551382775,0.0354145409348358,0.534330056536332,0.0292840497304421
"Hmga1",0.567288322625249,0.0369121471191229,0.650565700023107,0.0306815437936017
"Set",0.311263966303642,0.0386060623607434,0.728945099893136,0.0328225271141206
"Lsm7",0.320859755293325,0.0391096845441917,0.508420892329991,0.0331444100893083
"Borcs8",0.57080875816992,0.0391548899261509,0.530067563029874,0.0343756058988361
"Cdkn2d",0.55175972922457,0.0402209290032758,0.418917716696599,0.0422725330970211
"Oat",0.388667428365199,0.0458636811516368,1.28840310297311,0.047755790285865
"Gas5",0.292528175348842,0.0459534140903113,0.696957135123793,0.0482800856289979
"Pim2",0.595663314638646,0.0464837139629553,0.517290710792786,0.048562463734922
"Sf3a3",0.313652606574611,0.0466162493748359,0.897580391708891,0.0497222804669505
