"gene","log2FC_T1","padj_T1","log2FC_T2","padj_T2"
"Gsr",-3.027267398195,6.54131907760229e-25,-2.07936136844033,5.48134820665861e-60
"Igkv12-89",-3.76265731186787,1.89945757503159e-05,-5.86521280129014,1.63499064641241e-35
"Cdk8",-1.30220286911366,0.00034981207060844,-5.99143473884071,4.27485680429988e-11
"Primpol",-5.33478605394668,0.02318360946461,-0.674045418435607,0.00607723099587205
