"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION",0.00472521175645523,0.166057441726855,0.407017918923954,0.524316471903121,1.8592997622888,20,"Oasl1;Isg15;Rsad2;Oas1a;Ifih1;Eif2ak2;Mx2;Rnasel;Bst2"
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS",0.00074322988393803,0.0843851775917332,0.477270815362862,0.49667514946596,1.99814492168594,32,"Oasl1;Isg15;Rsad2;Oas1a;Ifih1;Eif2ak2;Stat1;Trim14;Mx2;Vapb;Sp100;Rnasel;Bst2"
"GOBP_NEUROINFLAMMATORY_RESPONSE",0.00235001572951646,0.132630604990265,0.431707695803346,-0.533780978642667,-1.91549248617371,27,"Lrp1;Lrrk2;Cx3cr1;Ifngr1;C1qa;Aif1;Jun;Il18;Tnfrsf1b;Cd200r1;Itgam;App;Psen1"
"GOBP_PATTERN_SPECIFICATION_PROCESS",0.0113690181661034,0.243198127727081,0.380730400722792,-0.334016913195412,-1.54592379270655,97,"Asb2;Aurka;Wls;Acvrl1;Ctnnbip1;Wdr77;Intu;Basp1;Lfng;Lrp5;Mafb;Ppp2r3a;C1qa;Acvr1;Acvr2a;Pbx3;Ski;Ssbp3;Bbs5;Prkdc"
"GOBP_PHAGOCYTOSIS",0.000336290809875493,0.058395910044262,0.49849310876659,-0.396255909604377,-1.83398329383278,97,"Lrp1;Clec7a;Cd93;Cd302;Rab31;Rab7b;Axl;Sirpb1a;Pak1;Fcgr2b;Elane;P2ry6;Anxa1;Ccr2;Tm9sf4;Aif1;Prtn3;C3;Prkaca;Ano6;Pip4p2;Sh3bp1;Elmo2;Pecam1;Limk1;Itgam;Ncf4;P2rx7;Pikfyve;Letmd1;Ncf2;Lyst;Becn1;Cln3;Rara;Bin2;Coro1c;Arhgap25;Myo18a;Unc13d;Slc48a1"
"GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH",0.00460681833489708,0.165845460056295,0.407017918923954,-0.440912812376348,-1.72065876882838,40,"Pak1;Shtn1;Basp1;Cdk1;Cdkl5;Pex5;Rnf157;Stat5b;Rufy3;Ppard;Slc23a2;Tgfbr3;Anapc2;Creb1;Limk1;Hsf1"
"GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS",0.00209256751211636,0.129054396284604,0.431707695803346,-0.424717150334039,-1.73003816038664,52,"Lrp1;Clec7a;Rab31;Lrrk2;Axl;Sirpb1a;Arrb1;Fcgr2b;Cd63;Trf;Angpt1;C3;Prkaca;Ano6;Hip1;Tor1a;Tbc1d5;App;Ahi1;Cln3"
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",0.00870958582428118,0.204053153597445,0.380730400722792,-0.238354709940028,-1.3461751316143,416,"Ighg2c;Bank1;Ptpn22;Ighg2b;Havcr2;Irf4;Clec7a;C1qb;Igkc;Nod1;Rab7b;Cd83;Socs5;Lrrk2;Cx3cr1;Axl;Sirpb1a;Ctnnbip1;Cd81;Tnfrsf21;S100a8;H2-Ob;Pak1;Lgals3;Kcnn4;Id2;Il13ra1;Fcgr2b;Zbtb46;Elane;Pde4b;C1qa;Hmces;Eif2ak4;Anxa1;Shld1;Ccr2;S100a9;Aif1;Cebpa;Zdhhc5;Mapkapk3;Itpripl1;Traf6;Rasgrp4;Tcf3;P2rx4;Csf1r;Lipa;Prkdc;Vegfc;Opa1;Cadm1;Tec;Med1;Lcp2;Ltf;Clnk;Dnaja3;Smpdl3a;Ccdc134;C3;Dhx33;Irak2;Stat5b;Spi1;Siva1;Gbp2;Stat6;Ipo5;Il18;Plcl2;Sh3kbp1;Ano6;Plcg1;Pms2;Rnf185;H2-Eb1;Ighm;Hmgb2;Mfhas1;Rnf144a;Ctsg;Pik3cb;Lpxn;Creb1;Aurkb;Tyk2;Pja2;Ptpn11;Polr3g;Arid2;Clcf1;Itch;Limk1;Rps6ka3;Itgam;Gpr183;P2rx7;Hsf1;Ptpn2;Letmd1;Rb1;App;Prkch;Becn1;Ptk2b;Ppp6c;Mospd2;H2-Aa;Ripk2;Rara;Ubqln1;Birc3;H2-Ab1;Psen1;Nsd2;Plekha1;Shb;Sh2b2;Pum1;Slc39a10;Cbfb;Rbm47;Abhd8;Gab2;Notch2;Crlf2;Mavs;Rnf34;Trp53bp1;Nfkbia"
"GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",0.00553758037862425,0.17556578801036,0.407017918923954,0.471815779517717,1.78027861797477,25,"Isg15;Polr3c;Oas1a;Ifih1;Irf7;Dhx9;Tlr7;Polr3b;Trim56;Tlr9"
"GOBP_POSITIVE_REGULATION_OF_LOCOMOTION",0.00643859784491558,0.175988341094359,0.407017918923954,-0.302290552443264,-1.54929688042295,172,"Cldn1;Dock7;Gcnt2;Clec7a;Ccl9;Cx3cr1;Ssh1;Adam9;Pak1;Shtn1;Lcn2;Lgals3;Itgb1bp1;Dock5;Dock4;Acvr1;Arhgef39;Anxa1;Ccr2;Angpt1;Aif1;Ccl6;Ppm1f;Smurf2;Clasp1;P2rx4;Pik3cg;Csf1r;Vegfc;Myadm;Arhgef7;Hdac7;Spi1;Rufy3;Jun;Ano6;Plcg1;Bcas3"
"GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS",0.00863307989952457,0.203878814907172,0.380730400722792,-0.538894992551501,-1.74894124209438,18,"Clec7a;Rab31;Sirpb1a;Fcgr2b;C3;Prkaca;Ano6"
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",0.00171961845338789,0.119577113058151,0.45505986738723,-0.661881120736689,-1.94985560288828,13,"Dock7;Ssh1;Pak1;Dock5;Dock4;Aif1"
"GOBP_PRE_MIRNA_PROCESSING",0.0109982929399771,0.239622428914213,0.380730400722792,0.62676984938761,1.79917801005849,10,"Tarbp2;Ago2;Bcdin3d;Ago3;Drosha;Adar;Dicer1"
"GOBP_PROTEIN_DESTABILIZATION",0.010417556687999,0.232974449567977,0.380730400722792,0.45603544926717,1.72073549595721,25,"Fbxo4;Utp25;Sirt6;Mndal;Rad23a;Mylip;Btrc;Chfr;Irgm1;Irgm2;Pex2;Ep300;Mtmr1;Xbp1"
"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",0.00598057770890416,0.175988341094359,0.407017918923954,0.596773281382063,1.8513017187908,13,"Timm21;Grpel2;Hspa4;Timm17a;Tomm40;Pam16;Timm44;Grpel1;Samm50;Tomm20;Timm50"
"GOBP_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",0.00559684820089876,0.17556578801036,0.407017918923954,-0.660261225236364,-1.78614705749848,10,"Gpr34;P2ry6;P2rx4;Ptafr;Ano6;Ctsg;P2rx7"
"GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION",0.00833635411797794,0.201952287246021,0.380730400722792,-0.525117503393624,-1.80458970910456,23,"Dock7;Dock5;Cdkl5;Eps8;Aif1;Auts2;Pik3cg;Pik3cb;Sh3bp1;Als2;Brk1"
"GOBP_REGULATION_OF_CELL_ACTIVATION",0.00164883343868047,0.118716007584994,0.45505986738723,-0.29512563564962,-1.57329864077844,233,"Bank1;Ptpn22;Havcr2;Irf4;Clec7a;Cd83;Socs5;Lrrk2;Axl;Sirpb1a;Cd81;Tnfrsf21;H2-Ob;Lgals3;Fgl2;Id2;Fancd2;Fcgr2b;Zbtb46;Hmces;Clec4g;Btla;Anxa1;Shld1;Ccr2;Aif1;Cebpa;Pglyrp1;Traf6;Slamf8;Tcf3;Prkdc;Mcub;Ubash3b;Opa1;Lmo4;Tec;Clnk;Cd33;Dnaja3;Clptm1;Stat5b;Spi1;Stat6;Slc4a2;Jak3;Lst1;Il18;Tnfrsf1b;Sh3kbp1;Pms2;Bid;H2-Eb1;Mfhas1;Ctsg;Tyk2;Pja2;Ptpn11;Arid2;Clcf1;Itch"
