"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE",5.84414810046867e-06,0.0161590694977959,0.610526878385931,-0.851088308651769,-2.34840235020951,10,"Slpi;Ltf;Elane;Ctsg;Ighg2b;Camp"
