"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_GLIAL_CELL_ACTIVATION",4.80326664955846e-06,0.0130168526203034,0.610526878385931,-0.839020660247477,-2.21042424263679,10,"Tnf;Calhm2;Zeb2;Ctsc;Syt11;Ifng"
