"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_ACUTE_INFLAMMATORY_RESPONSE",2.72540835579666e-05,0.0788188096496394,0.575610261071129,-0.628700591117855,-2.25132817429578,25,"Fcgr4;Il1b;Ext1;Eif2ak1;Ighg3;Fcer1g;Ffar2;Pik3cg;Adam8;Lipa;Il31ra"
