"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_ADAPTIVE_IMMUNE_RESPONSE",0.000194488702208555,0.134200665511983,0.518848077743792,0.303411900837823,1.7176272189269,221,"Ighv1-53;Jchain;Ighm;Cd74;Zc3h12a;Iglc2;Orai1;Igkc;Pkn1;Btla;Ighv9-3;Iglc3;Lef1;Socs3;Ighv1-55;H2-DMa;Tfe3;Rnf8;Cd46;Sash3;Zbtb1;Irf4;Slamf7;Tnfrsf13b;Ripk2;Rnf19b;Sirt1;Klhl22;Msh6;Cd274;Bmx;Tnfrsf17;Pik3cg;Rif1;Myo1g;Syk;Nsd2;Hmces;Mtor;Shld2;Usp5;Adgre1;Was;Nckap1l;Mef2c;Il1b;Paxip1;Lig4"
"GOBP_GAMETE_GENERATION",0.000110332279755884,0.134200665511983,0.538434096309916,0.299156836897774,1.71122252980367,236,"Rnf2;Sass6;Atm;Prkg1;Smarca2;Arntl;Nrip1;Tsga10;Rnf8;Scaper;Plekha1;Paqr8;Crkl;Smad1;Herc2;Tgfbr1;Cul4a;Dazap1;Septin2;Nr6a1;Larp7;Fancg;Gmcl1;Sirt2;Zscan2;Mcm9;Sirt1;Rec8;Msh6;Cetn2;Foxo3;Hexb;Fxr1;Ncaph2;Ddb1;Vdac3;Acox1;Wdr77;Mtor;Tbp;Srpk1;Ube2j1;Smad4;Slc9a8;Ccdc62;Kat8;Ttc12;Ccnb2;Cep128;Acvr2a;Tesk1;Atn1;Bbs2;Zbtb16;Ppp2r1a;Spin4;Pik3ca;Mfsd14a;Siah1a;Bcl2;Prdx4;Atrx;Sun1;Rara;Akt1;Cep57;Tbpl1;Paip2;Fer;Foxj2;Bckdk;Prmt7;Prdm1;Zmiz1;Slc2a3;Khdrbs1;Ccny;Stk11;Crem;Eed;Wdr33;Ruvbl1;Pias1;Rb1"
"GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS",0.000436005481411265,0.20429971128985,0.49849310876659,-0.499780202636639,-2.04536427527528,28,"Xdh;Nt5c2;Cdadc1;Icmt;Naga;Tyw5;Dera;Tk2;Dtymk;Aprt;Adk;Fuca2;Akr1b3;Oard1"
"GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS",0.000204574185231681,0.134200665511983,0.518848077743792,0.430127097941383,1.98560370553845,59,"Abhd1;Pcca;Ppard;Cryl1;Pex13;Acadm;Fah;Ilvbl;Acbd5;Eci1;Eci2;Acox1;Echdc1;Phyh;Abcd3;Dcxr;Pex2;Nudt8;Abcd1;Etfdh;Akt1;Hadha;Abcd2;Ldhc;Pex5"
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",0.000387559099135263,0.20429971128985,0.49849310876659,-0.360357729547256,-1.88173290645659,68,"Utp23;Nol7;Exosc10;Wdr43;Dcaf13;Nol10;Nop14;Ddx52;Ak6;Npm1;Fbl;Krr1;Gtf2h5;Riok1;Rrp36;Nop58;Tsr3;Rps17;Fcf1;Rrp7a;Bms1"
"GOBP_RRNA_METABOLIC_PROCESS",1.13023432025428e-05,0.0370716857043404,0.593325476396405,-0.312261624559917,-1.89913383378457,164,"Chd7;Ythdf2;Top1;Utp23;Nol7;Lyar;Tent4b;Pop7;Exosc10;Rbm34;Dedd2;Mrto4;Rpl7l1;Polr1f;Wdr43;Kat2b;Nop10;Dcaf13;Nol10;Nop14;Nifk;Ddx52;Ak6;Brix1;Gar1;Taf1b;Fbl;Krr1;Nvl;Gtf2h5;Rpl35;Eri1;Riok1;Rrp36;Rrp1;Slfn8;Nop58;Exosc7;Smarcb1;Znhit6;Tsr3;Rps17;Pa2g4;Fcf1;Rrp7a;Rpl35a;Mak16;Bms1;Dis3;Wdr3;Npm3;Gtf3c3;Myc;Nsun3;Drosha;Ngdn;Spin1;Rpusd4"
"GOBP_RRNA_PROCESSING",0.000178935181611266,0.134200665511983,0.518848077743792,-0.304079344479735,-1.80611073375596,138,"Chd7;Ythdf2;Utp23;Nol7;Lyar;Tent4b;Pop7;Exosc10;Rbm34;Mrto4;Rpl7l1;Wdr43;Kat2b;Nop10;Dcaf13;Nol10;Nop14;Ddx52;Ak6;Brix1;Gar1;Fbl;Krr1;Nvl;Gtf2h5;Rpl35;Eri1;Riok1;Rrp36;Rrp1;Nop58;Exosc7;Znhit6;Tsr3;Rps17;Pa2g4;Fcf1;Rrp7a;Rpl35a;Mak16;Bms1;Dis3;Wdr3;Npm3;Nsun3;Drosha;Ngdn;Rpusd4;Ftsj3;Pih1d1;Mettl5"
